Pos { x: 91, y: 69 }, Pos { x: 91, y: 68 }, Up(Dir { dx: 0, dy: -1 }), 1
Pos { x: 99, y: 28 }, Pos { x: 99, y: 29 }, Down(Dir { dx: 0, dy: 1 }), 3808
Pos { x: 99, y: 29 }, Pos { x: 99, y: 30 }, Down(Dir { dx: 0, dy: 1 }), 3809
Pos { x: 99, y: 30 }, Pos { x: 99, y: 31 }, Down(Dir { dx: 0, dy: 1 }), 3810
Pos { x: 99, y: 31 }, Pos { x: 99, y: 32 }, Down(Dir { dx: 0, dy: 1 }), 3811
Pos { x: 99, y: 32 }, Pos { x: 99, y: 33 }, Down(Dir { dx: 0, dy: 1 }), 3812
Pos { x: 99, y: 33 }, Pos { x: 99, y: 34 }, Down(Dir { dx: 0, dy: 1 }), 3813
Pos { x: 99, y: 34 }, Pos { x: 99, y: 35 }, Down(Dir { dx: 0, dy: 1 }), 3814
Pos { x: 99, y: 35 }, Pos { x: 99, y: 36 }, Down(Dir { dx: 0, dy: 1 }), 3815
Pos { x: 99, y: 36 }, Pos { x: 99, y: 37 }, Down(Dir { dx: 0, dy: 1 }), 3816
Pos { x: 99, y: 37 }, Pos { x: 99, y: 38 }, Down(Dir { dx: 0, dy: 1 }), 3817
Pos { x: 99, y: 38 }, Pos { x: 99, y: 39 }, Down(Dir { dx: 0, dy: 1 }), 3818
Pos { x: 99, y: 39 }, Pos { x: 99, y: 40 }, Down(Dir { dx: 0, dy: 1 }), 3819
Pos { x: 99, y: 39 }, Pos { x: 98, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3819
Pos { x: 98, y: 39 }, Pos { x: 97, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3820
Pos { x: 97, y: 39 }, Pos { x: 96, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3821
Pos { x: 96, y: 39 }, Pos { x: 95, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3822
Pos { x: 95, y: 39 }, Pos { x: 94, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3823
Pos { x: 94, y: 39 }, Pos { x: 93, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3824
Pos { x: 93, y: 39 }, Pos { x: 92, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3825
Pos { x: 92, y: 39 }, Pos { x: 91, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3826
Pos { x: 91, y: 39 }, Pos { x: 90, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3827
Pos { x: 90, y: 39 }, Pos { x: 89, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3828
Pos { x: 89, y: 39 }, Pos { x: 88, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3829
Pos { x: 88, y: 39 }, Pos { x: 87, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3830
Pos { x: 87, y: 39 }, Pos { x: 86, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3831
Pos { x: 86, y: 39 }, Pos { x: 85, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3832
Pos { x: 85, y: 39 }, Pos { x: 84, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3833
Pos { x: 84, y: 39 }, Pos { x: 83, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3834
Pos { x: 83, y: 39 }, Pos { x: 82, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3835
Pos { x: 82, y: 39 }, Pos { x: 81, y: 39 }, Left(Dir { dx: -1, dy: 0 }), 3836
Pos { x: 82, y: 39 }, Pos { x: 82, y: 38 }, Up(Dir { dx: 0, dy: -1 }), 3836
Pos { x: 82, y: 38 }, Pos { x: 82, y: 37 }, Up(Dir { dx: 0, dy: -1 }), 3837
Pos { x: 82, y: 37 }, Pos { x: 82, y: 36 }, Up(Dir { dx: 0, dy: -1 }), 3838
Pos { x: 82, y: 36 }, Pos { x: 82, y: 35 }, Up(Dir { dx: 0, dy: -1 }), 3839
Pos { x: 82, y: 35 }, Pos { x: 82, y: 34 }, Up(Dir { dx: 0, dy: -1 }), 3840
Pos { x: 82, y: 34 }, Pos { x: 82, y: 33 }, Up(Dir { dx: 0, dy: -1 }), 3841
Pos { x: 82, y: 33 }, Pos { x: 82, y: 32 }, Up(Dir { dx: 0, dy: -1 }), 3842
Pos { x: 82, y: 32 }, Pos { x: 82, y: 31 }, Up(Dir { dx: 0, dy: -1 }), 3843
Pos { x: 82, y: 31 }, Pos { x: 82, y: 30 }, Up(Dir { dx: 0, dy: -1 }), 3844
Pos { x: 82, y: 30 }, Pos { x: 82, y: 29 }, Up(Dir { dx: 0, dy: -1 }), 3845
Pos { x: 82, y: 29 }, Pos { x: 82, y: 28 }, Up(Dir { dx: 0, dy: -1 }), 3846
Pos { x: 82, y: 28 }, Pos { x: 82, y: 27 }, Up(Dir { dx: 0, dy: -1 }), 3847
Pos { x: 82, y: 27 }, Pos { x: 82, y: 26 }, Up(Dir { dx: 0, dy: -1 }), 3848
Pos { x: 82, y: 26 }, Pos { x: 82, y: 25 }, Up(Dir { dx: 0, dy: -1 }), 3849
Pos { x: 82, y: 25 }, Pos { x: 82, y: 24 }, Up(Dir { dx: 0, dy: -1 }), 3850
Pos { x: 82, y: 24 }, Pos { x: 82, y: 23 }, Up(Dir { dx: 0, dy: -1 }), 3851
Pos { x: 82, y: 23 }, Pos { x: 82, y: 22 }, Up(Dir { dx: 0, dy: -1 }), 3852
Pos { x: 82, y: 22 }, Pos { x: 82, y: 21 }, Up(Dir { dx: 0, dy: -1 }), 3853
Pos { x: 82, y: 21 }, Pos { x: 82, y: 20 }, Up(Dir { dx: 0, dy: -1 }), 3854
Pos { x: 82, y: 20 }, Pos { x: 82, y: 19 }, Up(Dir { dx: 0, dy: -1 }), 3855
Pos { x: 82, y: 19 }, Pos { x: 82, y: 18 }, Up(Dir { dx: 0, dy: -1 }), 3856
Pos { x: 82, y: 18 }, Pos { x: 82, y: 17 }, Up(Dir { dx: 0, dy: -1 }), 3857
Pos { x: 82, y: 17 }, Pos { x: 82, y: 16 }, Up(Dir { dx: 0, dy: -1 }), 3858
Pos { x: 82, y: 16 }, Pos { x: 82, y: 15 }, Up(Dir { dx: 0, dy: -1 }), 3859
Pos { x: 82, y: 15 }, Pos { x: 82, y: 14 }, Up(Dir { dx: 0, dy: -1 }), 3860
Pos { x: 82, y: 14 }, Pos { x: 82, y: 13 }, Up(Dir { dx: 0, dy: -1 }), 3861
Pos { x: 82, y: 13 }, Pos { x: 82, y: 12 }, Up(Dir { dx: 0, dy: -1 }), 3862
Pos { x: 82, y: 12 }, Pos { x: 82, y: 11 }, Up(Dir { dx: 0, dy: -1 }), 3863
Pos { x: 82, y: 11 }, Pos { x: 82, y: 10 }, Up(Dir { dx: 0, dy: -1 }), 3864
Pos { x: 82, y: 10 }, Pos { x: 82, y: 9 }, Up(Dir { dx: 0, dy: -1 }), 3865
Pos { x: 82, y: 10 }, Pos { x: 83, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3865
Pos { x: 83, y: 10 }, Pos { x: 84, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3866
Pos { x: 84, y: 10 }, Pos { x: 85, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3867
Pos { x: 85, y: 10 }, Pos { x: 86, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3868
Pos { x: 86, y: 10 }, Pos { x: 87, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3869
Pos { x: 87, y: 10 }, Pos { x: 88, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3870
Pos { x: 88, y: 10 }, Pos { x: 89, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3871
Pos { x: 89, y: 10 }, Pos { x: 90, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3872
Pos { x: 90, y: 10 }, Pos { x: 91, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3873
Pos { x: 91, y: 10 }, Pos { x: 92, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3874
Pos { x: 92, y: 10 }, Pos { x: 93, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3875
Pos { x: 93, y: 10 }, Pos { x: 94, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3876
Pos { x: 94, y: 10 }, Pos { x: 95, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3877
Pos { x: 95, y: 10 }, Pos { x: 96, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3878
Pos { x: 96, y: 10 }, Pos { x: 97, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3879
Pos { x: 97, y: 10 }, Pos { x: 98, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3880
Pos { x: 98, y: 10 }, Pos { x: 99, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3881
Pos { x: 99, y: 10 }, Pos { x: 100, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3882
Pos { x: 100, y: 10 }, Pos { x: 101, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3883
Pos { x: 101, y: 10 }, Pos { x: 102, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3884
Pos { x: 102, y: 10 }, Pos { x: 103, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3885
Pos { x: 103, y: 10 }, Pos { x: 104, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3886
Pos { x: 104, y: 10 }, Pos { x: 105, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3887
Pos { x: 105, y: 10 }, Pos { x: 106, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3888
Pos { x: 106, y: 10 }, Pos { x: 107, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3889
Pos { x: 107, y: 10 }, Pos { x: 108, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3890
Pos { x: 108, y: 10 }, Pos { x: 109, y: 10 }, Right(Dir { dx: 1, dy: 0 }), 3891
Pos { x: 108, y: 10 }, Pos { x: 108, y: 11 }, Down(Dir { dx: 0, dy: 1 }), 3891
Pos { x: 108, y: 11 }, Pos { x: 108, y: 12 }, Down(Dir { dx: 0, dy: 1 }), 3892
Pos { x: 108, y: 12 }, Pos { x: 108, y: 13 }, Down(Dir { dx: 0, dy: 1 }), 3893
Pos { x: 108, y: 13 }, Pos { x: 108, y: 14 }, Down(Dir { dx: 0, dy: 1 }), 3894
Pos { x: 108, y: 14 }, Pos { x: 108, y: 15 }, Down(Dir { dx: 0, dy: 1 }), 3895
Pos { x: 108, y: 15 }, Pos { x: 108, y: 16 }, Down(Dir { dx: 0, dy: 1 }), 3896
Pos { x: 108, y: 16 }, Pos { x: 108, y: 17 }, Down(Dir { dx: 0, dy: 1 }), 3897
Pos { x: 108, y: 17 }, Pos { x: 108, y: 18 }, Down(Dir { dx: 0, dy: 1 }), 3898
Pos { x: 108, y: 18 }, Pos { x: 108, y: 19 }, Down(Dir { dx: 0, dy: 1 }), 3899
Pos { x: 108, y: 18 }, Pos { x: 107, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3899
Pos { x: 107, y: 18 }, Pos { x: 106, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3900
Pos { x: 106, y: 18 }, Pos { x: 105, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3901
Pos { x: 105, y: 18 }, Pos { x: 104, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3902
Pos { x: 104, y: 18 }, Pos { x: 103, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3903
Pos { x: 103, y: 18 }, Pos { x: 102, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3904
Pos { x: 102, y: 18 }, Pos { x: 101, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3905
Pos { x: 101, y: 18 }, Pos { x: 100, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3906
Pos { x: 100, y: 18 }, Pos { x: 99, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3907
Pos { x: 99, y: 18 }, Pos { x: 98, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3908
Pos { x: 98, y: 18 }, Pos { x: 97, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3909
Pos { x: 97, y: 18 }, Pos { x: 96, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3910
Pos { x: 96, y: 18 }, Pos { x: 95, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3911
Pos { x: 95, y: 18 }, Pos { x: 94, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3912
Pos { x: 94, y: 18 }, Pos { x: 93, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3913
Pos { x: 93, y: 18 }, Pos { x: 92, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3914
Pos { x: 92, y: 18 }, Pos { x: 91, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3915
Pos { x: 91, y: 18 }, Pos { x: 90, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3916
Pos { x: 90, y: 18 }, Pos { x: 89, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3917
Pos { x: 89, y: 18 }, Pos { x: 88, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3918
Pos { x: 88, y: 18 }, Pos { x: 87, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3919
Pos { x: 87, y: 18 }, Pos { x: 86, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3920
Pos { x: 86, y: 18 }, Pos { x: 85, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3921
Pos { x: 85, y: 18 }, Pos { x: 84, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3922
Pos { x: 84, y: 18 }, Pos { x: 83, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3923
Pos { x: 83, y: 18 }, Pos { x: 82, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3924
Pos { x: 82, y: 18 }, Pos { x: 81, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3925
Pos { x: 81, y: 18 }, Pos { x: 80, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3926
Pos { x: 80, y: 18 }, Pos { x: 79, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3927
Pos { x: 79, y: 18 }, Pos { x: 78, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3928
Pos { x: 78, y: 18 }, Pos { x: 77, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3929
Pos { x: 77, y: 18 }, Pos { x: 76, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3930
Pos { x: 76, y: 18 }, Pos { x: 75, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3931
Pos { x: 75, y: 18 }, Pos { x: 74, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3932
Pos { x: 74, y: 18 }, Pos { x: 73, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3933
Pos { x: 73, y: 18 }, Pos { x: 72, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3934
Pos { x: 72, y: 18 }, Pos { x: 71, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3935
Pos { x: 71, y: 18 }, Pos { x: 70, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3936
Pos { x: 70, y: 18 }, Pos { x: 69, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3937
Pos { x: 69, y: 18 }, Pos { x: 68, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3938
Pos { x: 68, y: 18 }, Pos { x: 67, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3939
Pos { x: 67, y: 18 }, Pos { x: 66, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3940
Pos { x: 66, y: 18 }, Pos { x: 65, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3941
Pos { x: 65, y: 18 }, Pos { x: 64, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3942
Pos { x: 64, y: 18 }, Pos { x: 63, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3943
Pos { x: 63, y: 18 }, Pos { x: 62, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3944
Pos { x: 62, y: 18 }, Pos { x: 61, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3945
Pos { x: 61, y: 18 }, Pos { x: 60, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3946
Pos { x: 60, y: 18 }, Pos { x: 59, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3947
Pos { x: 59, y: 18 }, Pos { x: 58, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3948
Pos { x: 58, y: 18 }, Pos { x: 57, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3949
Pos { x: 57, y: 18 }, Pos { x: 56, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3950
Pos { x: 56, y: 18 }, Pos { x: 55, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3951
Pos { x: 55, y: 18 }, Pos { x: 54, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3952
Pos { x: 54, y: 18 }, Pos { x: 53, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3953
Pos { x: 53, y: 18 }, Pos { x: 52, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3954
Pos { x: 52, y: 18 }, Pos { x: 51, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3955
Pos { x: 51, y: 18 }, Pos { x: 50, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3956
Pos { x: 50, y: 18 }, Pos { x: 49, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3957
Pos { x: 49, y: 18 }, Pos { x: 48, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3958
Pos { x: 48, y: 18 }, Pos { x: 47, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3959
Pos { x: 47, y: 18 }, Pos { x: 46, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3960
Pos { x: 46, y: 18 }, Pos { x: 45, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3961
Pos { x: 45, y: 18 }, Pos { x: 44, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3962
Pos { x: 44, y: 18 }, Pos { x: 43, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3963
Pos { x: 43, y: 18 }, Pos { x: 42, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3964
Pos { x: 42, y: 18 }, Pos { x: 41, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3965
Pos { x: 41, y: 18 }, Pos { x: 40, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3966
Pos { x: 40, y: 18 }, Pos { x: 39, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3967
Pos { x: 39, y: 18 }, Pos { x: 38, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3968
Pos { x: 38, y: 18 }, Pos { x: 37, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3969
Pos { x: 37, y: 18 }, Pos { x: 36, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3970
Pos { x: 36, y: 18 }, Pos { x: 35, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3971
Pos { x: 35, y: 18 }, Pos { x: 34, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3972
Pos { x: 34, y: 18 }, Pos { x: 33, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3973
Pos { x: 33, y: 18 }, Pos { x: 32, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3974
Pos { x: 32, y: 18 }, Pos { x: 31, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3975
Pos { x: 31, y: 18 }, Pos { x: 30, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3976
Pos { x: 30, y: 18 }, Pos { x: 29, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3977
Pos { x: 29, y: 18 }, Pos { x: 28, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3978
Pos { x: 28, y: 18 }, Pos { x: 27, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3979
Pos { x: 27, y: 18 }, Pos { x: 26, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3980
Pos { x: 26, y: 18 }, Pos { x: 25, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3981
Pos { x: 25, y: 18 }, Pos { x: 24, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3982
Pos { x: 24, y: 18 }, Pos { x: 23, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3983
Pos { x: 23, y: 18 }, Pos { x: 22, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3984
Pos { x: 22, y: 18 }, Pos { x: 21, y: 18 }, Left(Dir { dx: -1, dy: 0 }), 3985
Pos { x: 22, y: 18 }, Pos { x: 22, y: 17 }, Up(Dir { dx: 0, dy: -1 }), 3985
Pos { x: 22, y: 17 }, Pos { x: 22, y: 16 }, Up(Dir { dx: 0, dy: -1 }), 3986
Pos { x: 22, y: 16 }, Pos { x: 22, y: 15 }, Up(Dir { dx: 0, dy: -1 }), 3987
Pos { x: 22, y: 15 }, Pos { x: 22, y: 14 }, Up(Dir { dx: 0, dy: -1 }), 3988
Pos { x: 22, y: 14 }, Pos { x: 22, y: 13 }, Up(Dir { dx: 0, dy: -1 }), 3989
Pos { x: 22, y: 13 }, Pos { x: 22, y: 12 }, Up(Dir { dx: 0, dy: -1 }), 3990
Pos { x: 22, y: 12 }, Pos { x: 22, y: 11 }, Up(Dir { dx: 0, dy: -1 }), 3991
Pos { x: 22, y: 11 }, Pos { x: 22, y: 10 }, Up(Dir { dx: 0, dy: -1 }), 3992
Pos { x: 22, y: 10 }, Pos { x: 22, y: 9 }, Up(Dir { dx: 0, dy: -1 }), 3993
Pos { x: 22, y: 9 }, Pos { x: 22, y: 8 }, Up(Dir { dx: 0, dy: -1 }), 3994
Pos { x: 22, y: 8 }, Pos { x: 22, y: 7 }, Up(Dir { dx: 0, dy: -1 }), 3995
Pos { x: 22, y: 7 }, Pos { x: 22, y: 6 }, Up(Dir { dx: 0, dy: -1 }), 3996
Pos { x: 22, y: 6 }, Pos { x: 22, y: 5 }, Up(Dir { dx: 0, dy: -1 }), 3997
Pos { x: 22, y: 5 }, Pos { x: 22, y: 4 }, Up(Dir { dx: 0, dy: -1 }), 3998
Pos { x: 22, y: 4 }, Pos { x: 22, y: 3 }, Up(Dir { dx: 0, dy: -1 }), 3999
Pos { x: 22, y: 3 }, Pos { x: 22, y: 2 }, Up(Dir { dx: 0, dy: -1 }), 4000
Pos { x: 22, y: 2 }, Pos { x: 22, y: 1 }, Up(Dir { dx: 0, dy: -1 }), 4001
Pos { x: 22, y: 2 }, Pos { x: 23, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4001
Pos { x: 23, y: 2 }, Pos { x: 24, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4002
Pos { x: 24, y: 2 }, Pos { x: 25, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4003
Pos { x: 25, y: 2 }, Pos { x: 26, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4004
Pos { x: 26, y: 2 }, Pos { x: 27, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4005
Pos { x: 27, y: 2 }, Pos { x: 28, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4006
Pos { x: 28, y: 2 }, Pos { x: 29, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4007
Pos { x: 29, y: 2 }, Pos { x: 30, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4008
Pos { x: 30, y: 2 }, Pos { x: 31, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4009
Pos { x: 31, y: 2 }, Pos { x: 32, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4010
Pos { x: 32, y: 2 }, Pos { x: 33, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4011
Pos { x: 33, y: 2 }, Pos { x: 34, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4012
Pos { x: 34, y: 2 }, Pos { x: 35, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4013
Pos { x: 35, y: 2 }, Pos { x: 36, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4014
Pos { x: 36, y: 2 }, Pos { x: 37, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4015
Pos { x: 37, y: 2 }, Pos { x: 38, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4016
Pos { x: 38, y: 2 }, Pos { x: 39, y: 2 }, Right(Dir { dx: 1, dy: 0 }), 4017
Pos { x: 38, y: 2 }, Pos { x: 38, y: 3 }, Down(Dir { dx: 0, dy: 1 }), 4017
Pos { x: 38, y: 3 }, Pos { x: 38, y: 4 }, Down(Dir { dx: 0, dy: 1 }), 4018
Pos { x: 38, y: 4 }, Pos { x: 38, y: 5 }, Down(Dir { dx: 0, dy: 1 }), 4019
Pos { x: 38, y: 5 }, Pos { x: 38, y: 6 }, Down(Dir { dx: 0, dy: 1 }), 4020
Pos { x: 38, y: 6 }, Pos { x: 38, y: 7 }, Down(Dir { dx: 0, dy: 1 }), 4021
Pos { x: 38, y: 7 }, Pos { x: 38, y: 8 }, Down(Dir { dx: 0, dy: 1 }), 4022
Pos { x: 38, y: 8 }, Pos { x: 38, y: 9 }, Down(Dir { dx: 0, dy: 1 }), 4023
Pos { x: 38, y: 9 }, Pos { x: 38, y: 10 }, Down(Dir { dx: 0, dy: 1 }), 4024
Pos { x: 38, y: 10 }, Pos { x: 38, y: 11 }, Down(Dir { dx: 0, dy: 1 }), 4025
Pos { x: 38, y: 11 }, Pos { x: 38, y: 12 }, Down(Dir { dx: 0, dy: 1 }), 4026
Pos { x: 38, y: 12 }, Pos { x: 38, y: 13 }, Down(Dir { dx: 0, dy: 1 }), 4027
Pos { x: 38, y: 13 }, Pos { x: 38, y: 14 }, Down(Dir { dx: 0, dy: 1 }), 4028
Pos { x: 38, y: 14 }, Pos { x: 38, y: 15 }, Down(Dir { dx: 0, dy: 1 }), 4029
Pos { x: 38, y: 15 }, Pos { x: 38, y: 16 }, Down(Dir { dx: 0, dy: 1 }), 4030
Pos { x: 38, y: 16 }, Pos { x: 38, y: 17 }, Down(Dir { dx: 0, dy: 1 }), 4031
Pos { x: 38, y: 17 }, Pos { x: 38, y: 18 }, Down(Dir { dx: 0, dy: 1 }), 4032
Pos { x: 38, y: 18 }, Pos { x: 38, y: 19 }, Down(Dir { dx: 0, dy: 1 }), 4033
Pos { x: 38, y: 19 }, Pos { x: 38, y: 20 }, Down(Dir { dx: 0, dy: 1 }), 4034
Pos { x: 38, y: 20 }, Pos { x: 38, y: 21 }, Down(Dir { dx: 0, dy: 1 }), 4035
Pos { x: 38, y: 21 }, Pos { x: 38, y: 22 }, Down(Dir { dx: 0, dy: 1 }), 4036
Pos { x: 38, y: 22 }, Pos { x: 38, y: 23 }, Down(Dir { dx: 0, dy: 1 }), 4037
Pos { x: 38, y: 23 }, Pos { x: 38, y: 24 }, Down(Dir { dx: 0, dy: 1 }), 4038
Pos { x: 38, y: 24 }, Pos { x: 38, y: 25 }, Down(Dir { dx: 0, dy: 1 }), 4039
Pos { x: 38, y: 25 }, Pos { x: 38, y: 26 }, Down(Dir { dx: 0, dy: 1 }), 4040
Pos { x: 38, y: 26 }, Pos { x: 38, y: 27 }, Down(Dir { dx: 0, dy: 1 }), 4041
Pos { x: 38, y: 27 }, Pos { x: 38, y: 28 }, Down(Dir { dx: 0, dy: 1 }), 4042
Pos { x: 38, y: 28 }, Pos { x: 38, y: 29 }, Down(Dir { dx: 0, dy: 1 }), 4043
